,pageid,YAKE_keywords
60,30078,"[('Revolution', 0.00041719183702073215), ('Deutschen Revolution', 0.0009108511937467912), ('Deutsche Revolution', 0.0013006520356603475), ('Deutschen', 0.001408491217958794), ('Deutschen Bundes', 0.0015902137806245958), ('deutschen Staaten', 0.0016817330057022027), ('März', 0.0017500297699355246), ('König Friedrich', 0.001872070972752342), ('Frankfurter Nationalversammlung', 0.0019860372628449207), ('Friedrich Wilhelm', 0.002236619755065448)]"
61,141876,"[('Weser', 0.00018952802673198433), ('Bremen', 0.0007883633120305507), ('Minden', 0.001831610576422506), ('Stadt Bremen', 0.0020680466524960095), ('Porta Westfalica', 0.002848425640053629), ('Mittelweser', 0.003439966649957351), ('Unterweser', 0.0036429514428622856), ('Werra', 0.0036733071788497738), ('Bad Karlshafen', 0.0037695909628915033), ('Hann', 0.004111187363185196)]"
62,37011,"[('Bordeaux', 0.00031009174485980813), ('Stadt Bordeaux', 0.0013282972714017038), ('Stadt', 0.0014651649728472584), ('Universität Bordeaux', 0.004157366838485919), ('Lage', 0.004930908805100922), ('Garonne', 0.005686144379321631), ('Frankreich', 0.006822892454178907), ('Bordeaux liegt', 0.00809872104618699), ('Pont', 0.009500731241773062), ('Bordeaux befindet', 0.011168459274288674)]"
63,12672,"[('Bismarck', 0.00013725293842580961), ('Bismarcks', 0.00043836907884977966), ('ISBN', 0.002133068050746476), ('Deutschen', 0.0022468064546763778), ('Bismarcks Politik', 0.0030245122032820254), ('Wilhelm', 0.003240903632962011), ('Preußen', 0.0043108955357158965), ('Bismarck versuchte', 0.004436868465722532), ('Deutschen Bundes', 0.004951881323296267), ('Kaiser Wilhelm', 0.0051204124779662555)]"
64,25087,"[('Taxa', 0.0028415667325064425), ('Systematik', 0.00857681750942334), ('Taxon', 0.008713691232997343), ('Namen', 0.010551908558393231), ('Gruppen', 0.010604293454032614), ('Lebewesen', 0.011517863451931922), ('Taxonomie', 0.015061944496131872), ('traditionellen Systematik', 0.016729277068598267), ('Gruppe', 0.017769505943410705), ('echtes Taxon', 0.019476415413933412)]"
65,21368,"[('Violoncello', 0.0013066123458647144), ('Cello', 0.006526125132808955), ('Saiten', 0.008068719992707685), ('Saite', 0.008095816631175833), ('Violine', 0.00853140758793663), ('Violoncellos', 0.009146286421053001), ('Instrument', 0.009898898787123215), ('Bogen', 0.011895793973412117), ('Violoncelli', 0.012665960935046582), ('Instrumente', 0.0138980580755354)]"
66,2480285,"[('Klarinette', 0.0005925138804047553), ('Klarinetten', 0.0036911236140815275), ('Instrument', 0.006588172583629039), ('Klappen', 0.007977790285360727), ('Klang', 0.008753523752129505), ('deutschen Klarinette', 0.010316606569167414), ('Klarinettisten', 0.01080785692339882), ('Instrumente', 0.011596530475426074), ('Klarinette entstand', 0.011783359146528522), ('Mozart', 0.013877063285653638)]"
67,24949,"[('Ludwig XIV', 9.675687463671991e-05), ('Ludwigs XIV', 0.00030165378563212677), ('Ludwig', 0.0005559202601508523), ('XIV', 0.000904364112426751), ('Frankreich', 0.0012214906435540085), ('König', 0.0016966589479021834), ('Louis XIV', 0.0018116290288390782), ('Ludwigs', 0.0021160835708967925), ('Königs', 0.0029085581964037426), ('Spanien', 0.003178537707353148)]"
68,12770,"[('Lima', 0.0004623771009025605), ('Stadt', 0.0010823357878135373), ('Stadt Lima', 0.0012430585727406913), ('Limas', 0.002681787185234851), ('Provinz Lima', 0.0028810969844908587), ('San', 0.004014135857062728), ('Río Rímac', 0.004104077379692359), ('Metropolregion Lima', 0.0048069779145697746), ('Lima Metropolitana', 0.005090369599102024), ('Peru', 0.005736067241275202)]"
69,38614,"[('Bayern München', 0.00026378901199932656), ('Borussia Dortmund', 0.001089064102992337), ('Werder Bremen', 0.0015960438635118934), ('Bayern', 0.001953562699060874), ('Saison', 0.002100379801280852), ('München', 0.002594591081168861), ('Pokal', 0.004467108552648206), ('Borussia', 0.004837701023957145), ('Fortuna Düsseldorf', 0.005386634521487575), ('Endspiel', 0.005425547912148617)]"
70,25189,"[('Jesus', 0.00031193078072228644), ('Jesu', 0.0004311238432747048), ('Juden', 0.003076902118186938), ('Joh', 0.0035441648710477776), ('Gottes', 0.003921177132974145), ('ISBN', 0.003971194116848299), ('Jesu Festnahme', 0.005266700361577195), ('Prozess Jesu', 0.005610928813161742), ('Jesu Tod', 0.005952593920508946), ('Historical Jesus', 0.006809764827307704)]"
71,1108,"[('DNA', 0.0008723094568357735), ('Basen', 0.003700537055712138), ('Morphotyp Siphoviren', 0.010383875081396762), ('Watson', 0.012814762378867986), ('Morphotyp', 0.013538897065329446), ('Morphotyp Myoviren', 0.013824818961643748), ('Spezies', 0.014509603294041842), ('Nukleotide', 0.015431301742032682), ('Doppelhelix', 0.015657317693069436), ('RNA', 0.016527484282992642)]"
72,2684640,"[('Simon Petrus', 0.0003269403380846155), ('Petrus', 0.0003402399449113231), ('Jesus', 0.0013861723451821038), ('Jesu', 0.0017085380068523604), ('Simon', 0.002391271251977449), ('Jesus Simons', 0.003449390548619426), ('Rom', 0.00359223888017523), ('Apg', 0.003879899528754518), ('Paulus', 0.004088478119497457), ('Petrus Jesu', 0.004116292817494452)]"
73,21787,"[('VfB Stuttgart', 0.0004588939169967719), ('VfB', 0.0004946983061844393), ('Verein', 0.0013604264783678669), ('Mannschaft', 0.0015582595707255584), ('Saison', 0.002415155092240795), ('Stuttgart', 0.0028541665793245835), ('Platz', 0.00478170212181709), ('Vereins', 0.006348656899050046), ('Vereins VfB', 0.0064101061342575075), ('Spieler', 0.006429740831237643)]"
74,13052,"[('Wind', 0.0015997394395203717), ('Segel', 0.0025397778080881723), ('Segeln', 0.0033658829761087886), ('Schiffes', 0.006742672531831374), ('Delius Klasing', 0.01022155488077965), ('Wind segeln', 0.010578265884343728), ('Schiffe', 0.013485345063662748), ('Segels', 0.014150190645062677), ('ISBN', 0.015010003079592254), ('Krängung', 0.017875167343134837)]"
75,5547,"[('Wasserstoff', 0.000383266963842355), ('Element Wasserstoff', 0.0029024496048888084), ('Wasser', 0.0035567944233675063), ('Wasserstoff Wasserstoff', 0.0035876268668064573), ('Wasserstoffs', 0.003985976423960492), ('mathrm', 0.005002738364824629), ('molekularem Wasserstoff', 0.006272502273956343), ('molekularer Wasserstoff', 0.006337423242318963), ('Sauerstoff', 0.0068939100177862036), ('Wasserstoff Wasser', 0.007067359920628366)]"
76,100822,"[('Vereinigten Staaten', 1.3772122611385003e-05), ('Air Force', 0.0002458325627372934), ('Vereinigten', 0.000299387497276858), ('Staaten', 0.00035573012174520475), ('United States', 0.0005702918732628215), ('Marine Corps', 0.0009082250290632217), ('Streitkräfte', 0.0012856112561054783), ('Soldaten', 0.0018728536631373415), ('Force', 0.00189493989824361), ('Army', 0.0023367198842051116)]"
77,85547,"[('Königreich Württemberg', 0.00012693956145960893), ('Württemberg', 0.0003395530993688329), ('Königreichs Württemberg', 0.0004714897997071189), ('König Wilhelm', 0.0006008584039230431), ('König Friedrich', 0.0009929742967909147), ('Königreich', 0.001571697689763533), ('König Wilhelms', 0.0016824035309845205), ('König', 0.00186512324178482), ('Württembergs', 0.002068187059791982), ('Stuttgart', 0.0022241602099763343)]"
78,7907,"[('Säugetiere', 0.0008749536192877927), ('Höheren Säugetiere', 0.0011541845005698667), ('Arten', 0.0015916584871954686), ('Höheren Säugetieren', 0.0034533750778495574), ('Säugetieren', 0.005251908750336255), ('Tiere', 0.006097564382541426), ('Beutelsäuger', 0.007980997079815626), ('Weibchen', 0.008037171789228663), ('Höhere Säugetiere', 0.008101780607685814), ('Höheren', 0.008137246804627853)]"
79,1375,"[('Enzyme', 0.001783974174414334), ('Enzym', 0.0019726998269757627), ('Substrat', 0.003255790383477221), ('Enzyms', 0.004989770150585754), ('Enzymen', 0.005154425930742843), ('Reaktion', 0.0058591059327636015), ('Substrate', 0.014681376235235069), ('Bindung', 0.015716706517034135), ('Reaktionen', 0.0162250620314383), ('Aktivität', 0.01631468114313851)]"
80,16976,"[('Stadt Görlitz', 9.06010890466416e-05), ('Görlitz', 0.0001414273999643856), ('Stadt', 0.00035661078812966227), ('Görlitzer', 0.0011239190076928012), ('Stadt Zgorzelec', 0.001526012891451411), ('Görlitzer Stadtgebiet', 0.002408725608928744), ('Görlitz Sitz', 0.0026593570461841127), ('Museum Görlitz', 0.0033659518843854545), ('Landkreis Görlitz', 0.004245070320337549), ('Werk Görlitz', 0.004328959282766263)]"
81,49846,"[('Stadt Mülheim', 0.00092621996545687), ('Mülheim', 0.0010450708321046026), ('Stadt', 0.0017047905791551462), ('Gemeinde Mülheim', 0.003708552048874567), ('Ruhr', 0.003987172778667633), ('Mülheimer', 0.004846444941383877), ('Stadt Essen', 0.006644215726657085), ('Broich', 0.008244535969110579), ('Gemeinde', 0.008396092988689414), ('Essen', 0.009627706004404376)]"
82,70665,"[('Kaiser', 0.00033989276856531177), ('Spätantike', 0.0004142236452233952), ('Westen', 0.0004271616004807817), ('Jahrhundert', 0.0005564287982476513), ('Osten', 0.0009754884962398271), ('Reich', 0.0010093263931501794), ('Forschung', 0.0010566919007243766), ('Late Antiquity', 0.0011243877689958725), ('Jahrhunderts', 0.001307166065724641), ('Kaisers', 0.0018835724257994363)]"
83,2657545,"[('Sterne', 0.0008774269854625072), ('Stern', 0.0036125944963886604), ('Sonne', 0.006216282677045231), ('Sternen', 0.007782067483452355), ('meisten Sterne', 0.00868383248364686), ('Masse', 0.009209627951236931), ('Sonnenmassen', 0.011783972457022574), ('Sterns', 0.01204198165462887), ('Sternes', 0.019084036933809532), ('Milliarden Sternen', 0.019093362199061378)]"
84,10460,"[('Matthäus', 0.0007323782681335216), ('Matthäusevangelium', 0.0010764759142649718), ('Jesus', 0.002018258251882573), ('ISBN', 0.002676274969717573), ('Unzial', 0.00310067006211899), ('Evangelium', 0.003324172356802163), ('Matthäusevangeliums', 0.003925970981436955), ('Ulrich Luz', 0.004069171647770643), ('Bergpredigt', 0.004611756110369129), ('Luz', 0.004663726662929622)]"
85,1841,"[('globalen Erwärmung', 0.00039463147106646816), ('Erwärmung', 0.000577329878914486), ('globale Erwärmung', 0.0007726176626628977), ('Atmosphäre', 0.0029536023775732175), ('globalen', 0.00434789658178006), ('Erde', 0.005139908815914063), ('Grad Erwärmung', 0.005152747781982033), ('IPCC', 0.005970093116673146), ('globale', 0.007485161237103129), ('Klimawandel', 0.00825603599409457)]"
86,179,"[('Augustus', 0.0006218518104279189), ('Chr', 0.0012849643197807873), ('Octavian', 0.0027003047221691163), ('Caesar', 0.0029624980984584823), ('Rom', 0.003180127820169887), ('Iulius Caesar', 0.0037816365502059707), ('Gaius Iulius', 0.004228392184559727), ('Imperator Caesar', 0.004336352306450936), ('Caesars', 0.0043732114786768075), ('Antonius', 0.004869985533915119)]"
87,8193,"[('Bundespräsident', 0.00059821678642794), ('Bundespräsidenten', 0.0007473911426230702), ('Bundesrepublik Deutschland', 0.002155758060965541), ('Amt', 0.0027883876650806826), ('Art', 0.003688961017147502), ('Wahl', 0.004085681096671469), ('Amtszeit', 0.00414499042494312), ('Bundeskanzler', 0.00449020859734383), ('Deutschland', 0.006054144179445239), ('Deutschen', 0.006095164690467441)]"
88,4187,"[('Quedlinburg', 0.002225415993879508), ('Stadt', 0.0034949397122775315), ('Quedlinburger', 0.008373150244063808), ('Stadt Quedlinburg', 0.010968895397367173), ('Jahrhundert', 0.014808757748271478), ('Otto III', 0.015259148908890689), ('plattdeutsch Queddelnborg', 0.016060688337213205), ('offizieller Beiname', 0.01618525878455873), ('Stadt liegt', 0.01677401067172736), ('Otto', 0.017315375700680688)]"
89,3914,"[('Platon', 0.00019177874507808032), ('Platons', 0.000282952246836512), ('Werke Platons', 0.0010670629109367689), ('Philosophie Platons', 0.001069460629977111), ('Lehre Platons', 0.0012142705348894937), ('Platons Philosophie', 0.0014259475066361479), ('ISBN', 0.0016712616622617663), ('Platons Sokrates', 0.001769376280859573), ('Sokrates', 0.0020430221117030533), ('Platon Gerechtigkeit', 0.002111857729941357)]"
90,492,"[('Blei', 0.0003182964771658635), ('Bleis', 0.004652025435501082), ('Millionen Tonnen', 0.007582155899991675), ('Tonnen Blei', 0.012372681939411318), ('Tonnen', 0.014434773134429087), ('metallisches Blei', 0.014948382184113247), ('Verwendung', 0.015102218805095652), ('Blei meist', 0.017793473419159073), ('verwendet', 0.01783168542214077), ('Deutschland', 0.01860184059274787)]"
91,15098,"[('Stadt Gelsenkirchen', 0.00013072448608445405), ('Gelsenkirchen', 0.0002017008431340637), ('Kreis Gelsenkirchen', 0.0007467541116835324), ('Amt Gelsenkirchen', 0.0007717872712785592), ('Stadt', 0.0008723626133624392), ('Stadtteil Buer', 0.0008793137330442388), ('Amt Buer', 0.0011522237782921618), ('Kreis Bochum', 0.0012471178588479024), ('Buer', 0.0013420344259434495), ('Städte Gelsenkirchen', 0.002539252202649108)]"
92,1636,"[('finnischen Sprache', 0.0017474681234230652), ('Finnischen', 0.0020975342010036598), ('finnische Sprache', 0.003855052421618138), ('Sprache', 0.004347195059429341), ('Finnische', 0.004707905205574462), ('Sprachen', 0.005723807436949395), ('gesprochen', 0.006591945865484294), ('Deutschen', 0.007317378217360841), ('finnischen Wörtern', 0.00919446455094577), ('Person', 0.010189100545197042)]"
93,9736,"[('Färöer', 0.0003765507850558101), ('Färöern', 0.0024053060070746363), ('Inseln', 0.004291521702990503), ('Tórshavn', 0.0043937527982937045), ('färöische', 0.0052449972305708935), ('Dänemark', 0.006681587535414732), ('Färöischen', 0.007539018448621302), ('Hauptstadt Tórshavn', 0.008008234588883629), ('Island', 0.008587301001730885), ('Norwegen', 0.012527727780145501)]"
94,15653,"[('Ostfriesland', 0.00016031656059568289), ('Stadt Emden', 0.00019101864671472137), ('Emden', 0.0003594759254613175), ('Landkreis Leer', 0.0005893681991258568), ('Ostfrieslands', 0.0006594152869784692), ('Aurich', 0.0007187956451283762), ('Leer', 0.0007614496008023344), ('Landkreis Wittmund', 0.0008292080840209913), ('Stadt Aurich', 0.0012752091040080175), ('Ostfriesischen Inseln', 0.001299884704795743)]"
95,100735,"[('Olympischen Spiele', 0.00021851604297940617), ('Olympischen', 0.0009767484035579199), ('Olympischen Spielen', 0.0011829305232781602), ('München', 0.0013232795915145343), ('Spiele', 0.0013529365231980265), ('Olympischen Sommerspielen', 0.0039400348052509755), ('Sportler', 0.004008656218651841), ('Männer', 0.0043433046872491075), ('Wettbewerbe', 0.004710025829971274), ('Meter', 0.005245180240897682)]"
96,1321,"[('Mond', 0.0003070425579582259), ('Erde', 0.000598683609150055), ('Mondes', 0.0008591991532753704), ('Sonne', 0.0017230340651888045), ('Mondoberfläche', 0.005820988087331076), ('Sonnenfinsternis', 0.012430028054011966), ('Maria', 0.012437709616813505), ('Mond steht', 0.012712484018674591), ('Krater', 0.014530476314838406), ('Monat', 0.015429730595510605)]"
97,122218,"[('Winston Churchill', 0.00023555747270018437), ('Churchill', 0.00026592096252636065), ('Churchills', 0.0015798833655977895), ('Winston', 0.003437734674011642), ('Randolph Churchill', 0.004692934650596372), ('Krieg', 0.004951613975263647), ('The', 0.005541364824205369), ('Großbritannien', 0.005587669911667565), ('ISBN', 0.00666936300814294), ('Lloyd George', 0.006705755532931309)]"
98,3454,"[('Manga', 0.0002783184750433663), ('Mangas', 0.0005497648889745507), ('Japan', 0.0010939794602576004), ('Medium Manga', 0.0011851856072839799), ('Serien', 0.0026611022987196274), ('Comics', 0.0027656974940930778), ('japanischen', 0.0031120336552103375), ('außerhalb Japans', 0.003301123772289638), ('Japans', 0.003664831191862962), ('japanische Comics', 0.003967594060244449)]"
99,1890322,"[('Käfer', 0.0004912686718331454), ('Arten', 0.0009358567430135046), ('Larven', 0.0020964744414661307), ('Insekten', 0.003985943247907012), ('Arten Käfer', 0.004231040335376044), ('Hinterleib', 0.005192800988260376), ('Käferarten', 0.005987095506085648), ('Wasser', 0.006618961781864428), ('Weibchen', 0.007286859541018802), ('Käfern', 0.007418187071447401)]"
100,4282822,"[('Teilung Polens', 0.0007635076783974853), ('Polen', 0.0015550911397301714), ('Preußen', 0.0019506019970679733), ('Russland', 0.001956665291827001), ('Teilungen Polens', 0.0021440811014668145), ('Polens', 0.002508211515693825), ('Teilung', 0.0031557758710941556), ('Österreich', 0.004291876349624139), ('Königreich Polen', 0.004301492069154047), ('polnischen', 0.007626517779243565)]"
101,139275,"[('Cleveland', 0.0003206544201996616), ('Stadt', 0.001160231013476283), ('Stadt Cleveland', 0.0019120943518511466), ('Greater Cleveland', 0.0032762236712312468), ('Cleveland State', 0.004317009788684657), ('Cleveland Public', 0.004356891573622372), ('Ohio', 0.004440243470185448), ('Western Reserve', 0.00482093700820888), ('Cuyahoga', 0.005269176123305946), ('Clevelands', 0.005700523025771762)]"
102,3840777,"[('Stadt Emden', 5.546255395560936e-05), ('Emden', 0.00014252633345646754), ('Stadt', 0.00040303434064295143), ('Emder', 0.0006792164005501469), ('Emder Hafen', 0.0008730932963995633), ('Emdens', 0.001361918297472912), ('Emder Stadtgebiet', 0.0020782423997461486), ('Stadt Ostfrieslands', 0.002293756458335239), ('Emdens Emder', 0.0024536542304474393), ('Emder Hafens', 0.0026192798891986903)]"
103,1609,"[('Jahrhundert', 0.0003925372219399778), ('Frühmittelalter', 0.0012584009213764747), ('Reich', 0.0013037735170696194), ('Jahrhunderts', 0.001404547247253983), ('Westen', 0.0016107586893147996), ('Kaiser', 0.001629175494027235), ('Italien', 0.0016704764698235008), ('Forschung', 0.0017983005583695618), ('wichtige Rolle', 0.0019533082779790104), ('Byzanz', 0.0020565796849219874)]"
104,11849,"[('Stadt Wetzlar', 6.377043534268475e-05), ('Wetzlar', 0.00015039526198385673), ('Stadt', 0.0003334743358370176), ('Stadt Lahn', 0.0012156701704616026), ('Wetzlarer', 0.0015156398061765715), ('Wetzlars', 0.003158300501660991), ('Hessen', 0.0037265671838099643), ('Wetzlarer Dom', 0.004220988067813198), ('Lahn', 0.004440494960301804), ('Kreis Wetzlar', 0.0046406035028267656)]"
105,1587,"[('Friedrich Nietzsche', 0.00015366235045480598), ('Nietzsche', 0.00023282781525573335), ('Nietzsches', 0.0006076238105454504), ('Friedrich Nietzsches', 0.0006530649894329254), ('ISBN', 0.0012600645230936708), ('Friedrich', 0.001968152787008232), ('Nietzsches Philosophie', 0.00241216194302344), ('Nietzsches Werken', 0.0036715839230612476), ('Nietzsches Werk', 0.004114189031705092), ('Philosophie', 0.004651424078404437)]"
106,88474,"[('Snooker', 0.000559171369033934), ('World Snooker', 0.0013750621282294967), ('Spieler', 0.0019032615006295227), ('Snooker Tour', 0.0028397323915884355), ('Spielball', 0.0029582387068610144), ('Ball', 0.003793639143827203), ('Kugel', 0.005191718012015149), ('Snookers', 0.005642547451160607), ('Snooker Association', 0.005703099715692403), ('Queue', 0.006171808899939199)]"
107,3992421,"[('Mars', 0.0007116464628031207), ('Wasser', 0.0039976119503170905), ('Erde', 0.0045063636952527575), ('Oberfläche', 0.0050594499773232654), ('Mars Reconnaissance', 0.00562985406070889), ('Mars Express', 0.006243753271038762), ('Mars Global', 0.0062723733423186), ('Mars beträgt', 0.0067299162001135384), ('Planeten', 0.006916014838930574), ('Atmosphäre', 0.011519822149783622)]"
108,1099771,"[('Olympique Marseille', 0.00034035049906151434), ('Olympique Lyon', 0.000654661645586403), ('Paris Saint-Germain', 0.0011503815626288689), ('Paris', 0.001301197810013545), ('Saison', 0.0013968487901709684), ('Olympique', 0.0014160174817605523), ('Liga', 0.0016108462191313385), ('Spieler', 0.0016609069583647363), ('Frankreich', 0.0017100328472385254), ('Ligue', 0.0017460232427470787)]"
109,14345,"[('Kunststoffe', 0.0009448319781634256), ('Kunststoffen', 0.00249898077326261), ('Kunststoff', 0.003262251422975233), ('Polymere', 0.004434398171008242), ('Eigenschaften', 0.005019770585494617), ('technische Kunststoffe', 0.007095271526281619), ('Material', 0.007650588133042093), ('Herstellung', 0.008146818104447307), ('Tonnen Kunststoff', 0.008646126702516365), ('mechanischen Eigenschaften', 0.012209710426737077)]"
110,54858,"[('Revolution', 0.0009534858810823787), ('Weimarer Republik', 0.0014442797558068263), ('Regierung Ebert', 0.001850353796473286), ('November', 0.001903402556642968), ('Ebert', 0.0021377554042000175), ('SPD', 0.0022041918624206296), ('Republik', 0.002444960234707219), ('Berlin', 0.0025311135418354057), ('deutsche Revolution', 0.002966316725635237), ('Regierung', 0.0031705746006666364)]"
111,5290879,"[('Heinrich Heine', 3.329400978940164e-05), ('Heine', 0.00012693983813276185), ('Heinrich Heines', 0.00019976405873640984), ('Heines', 0.0003300435791451808), ('Heinrich', 0.0006867198293374929), ('ISBN', 0.0008210680311930247), ('Heines Werk', 0.0009903512435193934), ('Harry Heine', 0.0015451651371354784), ('Heines Werke', 0.0015764036630082575), ('Heines Leben', 0.002112399819326914)]"
