,pageid,RAKE_keywords
768,29394,"[('glucose ethanol', 0.00047619047619047673), ('glucose abgebaut', 0.0019047619047619048), ('glucose (', 0.0019047619047619048), ('ethanol abgebaut', 0.0019047619047619048), ('ethanol (', 0.0019047619047619048), ('molekül glucose', 0.0033333333333333335), ('kohlenstoffdioxid abgebaut', 0.004285714285714286), ('hauptsächlich glucose', 0.004285714285714286), ('glucose gespalten', 0.004285714285714286), ('ethanol verantwortlich', 0.004285714285714286)]"
769,1067525,"[('braunschweig (', 0.00047619047619047673), ('stadt braunschweig', 0.0006593406593406592), ('braunschweig :', 0.0008424908424908428), (': braunschweig', 0.0008424908424908428), ('braunschweig –', 0.0010256410256410254), ('ausstellung braunschweig', 0.0023076923076923083), ('braunschweig 1994', 0.002490842490842491), ('gebiet braunschweig', 0.0026739926739926746), ('brennende braunschweig', 0.0026739926739926746), ('braunschweig “.', 0.0026739926739926746)]"
770,877694,"[('band 8', 0.0004761904761904778), ('band 4', 0.0004761904761904778), ('band 3', 0.0004761904761904778), ('band 28', 0.0004761904761904778), ('band 2', 0.0004761904761904778), ('band 12', 0.0004761904761904778), ('band 6', 0.000783410138248849), ('band 5', 0.000783410138248849), ('band 11', 0.000783410138248849), ('band 1', 0.000783410138248849)]"
771,5740,"[('bildet ytterbium', 0.00047619047619047673), ('yttrium ytterbium', 0.0011564625850340139), ('ytterbium gilt', 0.0011564625850340139), ('ytterbium aufzunehmen', 0.001836734693877552), ('reine ytterbium', 0.001836734693877552), ('marignacs ytterbium', 0.001836734693877552), ('feinverteiltem ytterbium', 0.001836734693877552), ('elementares ytterbium', 0.001836734693877552), ('elementarem ytterbium', 0.001836734693877552), ('destilliert ytterbium', 0.001836734693877552)]"
772,90086,"[('mamaea alexander', 0.00047619047619047673), ('alexander „', 0.0010364145658263314), ('alexander ließ', 0.0021568627450980395), ('alexander –', 0.0024369747899159666), ('severus alexander', 0.002717086834733894), ('alexander versuchte', 0.002717086834733894), ('gelang alexander', 0.002997198879551821), ('alexander (', 0.002997198879551821), ('verkörpert alexander', 0.0032773109243697486), ('stellen alexander', 0.0032773109243697486)]"
773,38687,"[('stadt bremgarten', 0.00047619047619047673), ('erhielt bremgarten', 0.0012483912483912485), ('bremgarten liegt', 0.0015057915057915061), ('bremgarten gehörte', 0.0015057915057915061), ('kraftwerk bremgarten', 0.0017631917631917638), ('bremgarten west', 0.0017631917631917638), ('bremgarten standort', 0.0017631917631917638), ('bremgarten handwerk', 0.0017631917631917638), ('bezirks bremgarten', 0.0017631917631917638), ('bahnhof bremgarten', 0.0017631917631917638)]"
774,300479,"[('arten leben', 0.00047619047619047673), ('arten fressen', 0.002290249433106576), ('unterschiedlichen arten', 0.002743764172335601), ('meisten arten', 0.002743764172335601), ('arten bilden', 0.002743764172335601), ('unbekannter arten', 0.003650793650793651), ('kernholzfressenden arten', 0.003650793650793651), ('einheimischen arten', 0.003650793650793651), ('cerambycinae (', 0.003650793650793651), ('arten beschrieben', 0.003650793650793651)]"
775,127884,"[('mehreren millionen', 0.00047619047619047673), ('letzten millionen', 0.00047619047619047673), ('5 millionen', 0.00047619047619047673), ('2 millionen', 0.00047619047619047673), ('3 millionen', 0.0006273620559334858), ('30 millionen', 0.0007785336356764938), ('100 millionen', 0.0007785336356764938), ('10 millionen', 0.0007785336356764938), ('7 millionen', 0.0009297052154195018), ('6 millionen', 0.0009297052154195018)]"
776,10837,"[('arten :', 0.00047619047619047673), ('australischen arten', 0.001269841269841271), ('arten australien', 0.0016666666666666674), ('temperierten arten', 0.002063492063492064), ('meisten arten', 0.002063492063492064), ('gattung drosera', 0.002063492063492064), ('arten „', 0.002063492063492064), ('arten stehen', 0.002063492063492064), ('rosettenförmige arten', 0.0024603174603174617), ('robuste arten', 0.0024603174603174617)]"
777,588556,"[('jungvögel zogen', 0.00047619047619047673), ('adulten vögel', 0.00047619047619047673), ('vögel zogen', 0.001341991341991342), ('afrika zogen', 0.001341991341991342), ('adulten wespenbussarde', 0.0022077922077922084), ('jungvögel verfüttert', 0.003073593073593074), ('jungvögel unterscheiden', 0.003073593073593074), ('jungvögel gelegentlich', 0.003073593073593074), ('jungvögel flügge', 0.003073593073593074), ('jungvögel begann', 0.003073593073593074)]"
778,4162,"[('pythagoreer (', 0.00047619047619047673), ('“ pythagoreer', 0.0035649935649935648), ('pythagoreer philolaos', 0.0035649935649935648), ('pythagoreer gehörte', 0.0035649935649935648), ('pythagoreer phintias', 0.0038223938223938226), ('frühen pythagoreer', 0.0038223938223938226), ('pythagoreer “.', 0.0040797940797940805), ('pythagoreer unklar', 0.0040797940797940805), ('pythagoreer getötet', 0.0040797940797940805), ('pythagoreer genannt', 0.0040797940797940805)]"
779,2379,"[('io weist', 0.00047619047619047673), ('name io', 0.0015966386554621859), ('io “).', 0.0015966386554621859), ('io stehen', 0.0015966386554621859), ('io stammt', 0.0015966386554621859), ('io rotiert', 0.0015966386554621859), ('io kreisförmig', 0.0015966386554621859), ('io erleidet', 0.0015966386554621859), ('io bewegt', 0.0015966386554621859), ('io besitzt', 0.0015966386554621859)]"
780,171941,"[('triterpenlacone (', 0.00047619047619047673), ('sumpfdotterblume wächst', 0.00047619047619047673), ('sumpfdotterblume verzichten', 0.00047619047619047673), ('sumpfdotterblume handelt', 0.00047619047619047673), ('sumpfdotterblume beliebt', 0.00047619047619047673), ('schwimmfähig (', 0.00047619047619047673), ('regenschwemmlingen (', 0.00047619047619047673), ('giftpflanze sumpfdotterblume', 0.00047619047619047673), ('feuchtezahl (', 0.00047619047619047673), ('aporchinalkaloide (', 0.00047619047619047673)]"
781,32881,"[('„ platz', 0.00047619047619047673), ('platz erstmals', 0.00047619047619047673), ('platz entlang', 0.00047619047619047673), ('heutige kathedrale', 0.00047619047619047673), ('roten platz', 0.0016666666666666674), ('platz zeitweise', 0.0016666666666666674), ('kathedrale steht', 0.0016666666666666674), ('kathedrale durchgeführt', 0.0016666666666666674), ('eigentlichen platz', 0.0016666666666666674), ('roter platz', 0.0022619047619047627)]"
782,20870,"[('schleiereule gilt', 0.00047619047619047673), ('schleiereule (', 0.00047619047619047673), ('schleiereule lassen', 0.0008730158730158743), ('schleiereule besiedelt', 0.0008730158730158743), ('schleiereule mittlerweile', 0.001269841269841271), ('schleiereule gehören', 0.001269841269841271), ('schleiereule beschrieben', 0.001269841269841271), ('nordamerikanischen schleiereule', 0.001269841269841271), ('schleiereule vielerorts', 0.0016666666666666674), ('schleiereule profitiert', 0.0016666666666666674)]"
783,38238,"[('elstern :', 0.00047619047619047673), ('elster besiedelt', 0.002592592592592593), ('elster pica', 0.002857142857142858), ('elster ungefähr', 0.0033862433862433873), ('elster lebt', 0.0033862433862433873), (': „', 0.0033862433862433873), ('elster steht', 0.003650793650793651), ('elster insekten', 0.003650793650793651), ('verbindung :', 0.003915343915343916), ('elster sucht', 0.003915343915343916)]"
784,828641,"[('stunden dauerte', 0.00047619047619047673), ('7 stunden', 0.00047619047619047673), ('stunden landete', 0.001208791208791209), ('mehrere stunden', 0.001208791208791209), ('juni erfolgte', 0.001208791208791209), ('juni 2007', 0.001208791208791209), ('6 stunden', 0.001208791208791209), ('4 stunden', 0.001208791208791209), ('mehreren stunden', 0.0019413919413919412), ('juni brachte', 0.0019413919413919412)]"
785,6561310,"[('keltischen druiden', 0.00047619047619047673), ('keltischen religion', 0.0010714285714285721), ('keltischen kultur', 0.0010714285714285721), ('keltischen brauch', 0.0016666666666666674), ('„ druiden', 0.0022619047619047627), ('keltischen söldner', 0.002857142857142857), ('keltischen religionsgeschichte', 0.002857142857142857), ('keltischen jahreskreises', 0.002857142857142857), ('keltischen gebräuche', 0.002857142857142857), ('keltischen frühgeschichte', 0.002857142857142857)]"
786,34841,"[('grünspecht sucht', 0.00047619047619047673), ('grünspecht sogar', 0.001341991341991342), ('grünspecht bewegt', 0.001341991341991342), ('grünspecht taucht', 0.0022077922077922084), ('grünspecht dient', 0.0022077922077922084), ('grünspecht !', 0.0022077922077922084), ('begriff grünspecht', 0.0022077922077922084), ('grünspecht', 0.003073593073593074), ('grauspecht besiedelt', 0.003073593073593074), ('winter sucht', 0.004805194805194805)]"
787,671894,"[('zingst gebaut', 0.00047619047619047673), ('zingst findet', 0.00047619047619047673), ('zingst 3', 0.00047619047619047673), ('ort zingst', 0.00047619047619047673), ('land zingst', 0.00047619047619047673), ('halbinsel zingst', 0.00047619047619047673), ('zingst liegt', 0.0007482993197278909), ('zingst standort', 0.0010204081632653062), ('zingst begann', 0.0010204081632653062), ('zingst angeschlossen', 0.0010204081632653062)]"
788,23725,"[('kanal (', 0.00047619047619047673), ('alten kanal', 0.00047619047619047673), ('kanal „', 0.001428571428571429), ('kanal führt', 0.001428571428571429), ('schleusen (', 0.002380952380952381), ('kanal lag', 0.002380952380952381), ('kanal folgt', 0.002380952380952381), ('gemauerten kanal', 0.002380952380952381), ('80 meter', 0.002380952380952381), ('5 meter', 0.002380952380952381)]"
789,180311,"[('ehrenburg –', 0.00047619047619047673), (': „', 0.0022705314009661835), ('schrieb ehrenburg', 0.0024085576259489307), ('ehrenburg schrieb', 0.0024085576259489307), ('ehrenburg 1945', 0.002684610075914424), ('lernte ehrenburg', 0.0028226363008971712), ('irina ehrenburg', 0.0028226363008971712), ('ehrenburg lernte', 0.0028226363008971712), ('ehrenburg hielt', 0.0028226363008971712), ('ehrenburg 1944', 0.0028226363008971712)]"
790,31307,"[('hebräischen text', 0.00047619047619047673), ('hebräische sirachbuch', 0.00047619047619047673), ('„ weisheit', 0.0008571428571428574), ('hebräischen version', 0.0008571428571428574), ('version :', 0.0012380952380952382), ('griechischen text', 0.0012380952380952382), ('– „', 0.001619047619047619), ('hebräischen sirach', 0.001619047619047619), ('hebräische text', 0.001619047619047619), ('version ).', 0.0019999999999999996)]"
791,809991,"[('dresdner norden', 0.00047619047619047673), ('dresdner heide', 0.002380952380952381), ('süden durchfließt', 0.004285714285714286), ('struktur wandelte', 0.004285714285714286), ('radeberger vorstadt', 0.004285714285714286), ('leipziger vorstadt', 0.004285714285714286), ('elbe entfernt', 0.004285714285714286), ('dresdner', 0.004285714285714286), ('albertstadt befindet', 0.004285714285714286), ('700 meter', 0.004285714285714286)]"
792,13151,"[('„ piscator', 0.00047619047619047673), ('( piscator', 0.0014614121510673238), ('berlin (', 0.0021182266009852225), ('piscator 1926', 0.0024466338259441713), ('piscator 1924', 0.0024466338259441713), ('jungen piscator', 0.0024466338259441713), ('erwin piscator', 0.002775041050903121), ('bühne berlin', 0.002775041050903121), ('volksbühne berlin', 0.0031034482758620697), ('piscator erneut', 0.0031034482758620697)]"
793,65866,"[('karl ziegler', 0.00047619047619047673), ('ziegler 1953', 0.0014965986394557828), ('stellte ziegler', 0.0014965986394557828), ('forschte ziegler', 0.001836734693877552), ('erhielten ziegler', 0.001836734693877552), ('ehrenbürger ziegler', 0.001836734693877552), ('besuchte ziegler', 0.001836734693877552), ('ziegler zeigen', 0.00217687074829932), ('ziegler stand', 0.00217687074829932), ('ziegler nachfolger', 0.00217687074829932)]"
794,108190,"[('walrosse beobachtet', 0.00047619047619047673), ('walrosse ähneln', 0.001269841269841271), ('walrosse wirkt', 0.001269841269841271), ('walrosse unvorhersehbar', 0.001269841269841271), ('walrosse gesichtet', 0.001269841269841271), ('walrosse ernähren', 0.001269841269841271), ('walrosse einst', 0.001269841269841271), ('walrosse ansammeln', 0.001269841269841271), ('ausgewachsene walrosse', 0.001269841269841271), ('walrosse', 0.002063492063492064)]"
795,957029,"[('stadt münster', 0.00047619047619047673), ('skulptur münster', 0.00047619047619047673), ('münster 1987', 0.001836734693877552), ('münster 1977', 0.00217687074829932), ('münster 1997', 0.002517006802721089), ('münster steht', 0.002857142857142858), ('münster eingeladen', 0.003197278911564626), ('münster ausgestellt', 0.003197278911564626), ('ausstellung 1987', 0.003197278911564626), ('stadt 1987', 0.0038775510204081642)]"
796,418606,"[('„ guten', 0.00047619047619047673), ('guten “', 0.001836734693877552), ('tugend „', 0.0039747327502429545), ('begriffe „', 0.0039747327502429545), ('aussage „', 0.0039747327502429545), ('„ moralisch', 0.004169096209912538), ('guten –', 0.004169096209912538), ('eigenschaft „', 0.004169096209912538), (': „', 0.004169096209912538), ('„ jenseits', 0.004363459669582119)]"
797,63739,"[('argonauten medea', 0.00047619047619047673), ('tragödie medea', 0.0008123249299719893), ('medea kreon', 0.0008123249299719893), ('kreon medea', 0.0008123249299719893), ('„ medea', 0.0011484593837535017), ('korinthischen medea', 0.0011484593837535017), ('medea erscheint', 0.0012605042016806721), ('zeigt medea', 0.0013725490196078427), ('mythos medea', 0.0013725490196078427), ('medea zeigt', 0.0013725490196078427)]"
798,9400,"[('pyramide entdeckt', 0.00047619047619047673), ('pyramide ebenfalls', 0.00047619047619047673), ('pyramide handelt', 0.0007482993197278909), ('pyramide befindet', 0.0007482993197278909), ('pyramide “', 0.0008843537414965985), ('pyramide gebaut', 0.0008843537414965985), ('pyramide errichtet', 0.0008843537414965985), ('ägyptischen pyramide', 0.0010204081632653062), ('pyramide liegt', 0.0010204081632653062), ('pyramide finden', 0.0010204081632653062)]"
799,221345,"[('bahn zürich', 0.00047619047619047673), ('bahn führt', 0.00047619047619047673), ('piz bernina', 0.0019413919413919412), ('100 meter', 0.0019413919413919412), ('rhätischen bahn', 0.0026739926739926746), ('rhätische bahn', 0.0026739926739926746), ('bernina lagalb', 0.0026739926739926746), ('bernina diavolezza', 0.0026739926739926746), ('bahn verlässt', 0.0026739926739926746), ('bahn stand', 0.0026739926739926746)]"
800,2318907,"[('weltkulturerbe semmeringbahn', 0.00047619047619047673), ('welterbe semmeringbahn', 0.0011564625850340139), ('wien 1854', 0.001836734693877552), ('tunnel errichtet', 0.001836734693877552), ('name semmeringbahn', 0.001836734693877552), ('semmeringbahn tatsächlich', 0.002517006802721089), ('semmeringbahn gelten', 0.002517006802721089), ('semmeringbahn bewältigen', 0.002517006802721089), ('semmeringbahn befinden', 0.002517006802721089), ('semmeringbahn angeordnet', 0.002517006802721089)]"
801,491,"[('3 pm', 0.00047619047619047673), ('1 pm', 0.00047619047619047673), ('→ (', 0.0010052910052910059), ('5 pm', 0.0010052910052910059), ('4 pm', 0.0010052910052910059), ('→ 3', 0.001534391534391535), ('→ 4', 0.002063492063492064), ('9 pm', 0.002063492063492064), ('7 pm', 0.002063492063492064), ('→ 2', 0.002592592592592593)]"
802,42654,"[('platons sokrates', 0.00047619047619047673), ('platons staat', 0.0031716082659478894), ('platons idealstaat', 0.003890386343216532), ('buch sokrates', 0.003890386343216532), ('sokrates versucht', 0.004249775381850855), ('sokrates meint', 0.004249775381850855), ('sokrates geltend', 0.004249775381850855), ('meint sokrates', 0.004249775381850855), ('historischen sokrates', 0.004249775381850855), ('führt sokrates', 0.004249775381850855)]"
803,129061,"[('strahlentherapie (', 0.00047619047619047673), ('klassifikation (', 0.0015966386554621859), ('monoklonal (', 0.0021568627450980395), ('mediastinaltumor (', 0.0021568627450980395), ('lunge (', 0.0021568627450980395), ('limitierten (', 0.0021568627450980395), ('herzmuskels (', 0.0021568627450980395), ('deutschen hodgkin', 0.0021568627450980395), ('autolog (', 0.0021568627450980395), ('adriamycinoppa (', 0.0021568627450980395)]"
